,Дата,За 0 дней,За 1 дней,За 2 дней,За 3 дней,За 4 дней,За 5 дней,За 6 дней,За 7 дней,За 8 дней,За 9 дней,fact
44,2026-06-10,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0
45,2026-06-11,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1
46,2026-06-12,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0
47,2026-06-13,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0
48,2026-06-14,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0
49,2026-06-15,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2
50,2026-06-16,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0
51,2026-06-17,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2
52,2026-06-18,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0
53,2026-06-19,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0
54,2026-06-20,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0
55,2026-06-21,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0
56,2026-06-22,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0
57,2026-06-23,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0
